"tipo_vehiculo","anio_transferencia","mes_transferencia","provincia_transferencia","letra_provincia_transferencia","cantidad_transferencias","provincia_id"
"Automotores",2001,9,"Tucumán","T",703,"90"
"Automotores",2001,10,"Buenos Aires","B",16424,"06"
"Automotores",2001,10,"Catamarca","K",173,"10"
"Automotores",2001,10,"Chaco","H",643,"22"
"Automotores",2001,10,"Chubut","U",928,"26"
"Automotores",2001,10,"Ciudad Autónoma de Bs.As.","C",9318,"02"
"Automotores",2001,10,"Córdoba","X",6804,"14"
"Automotores",2001,10,"Corrientes","W",569,"18"
"Automotores",2001,10,"Entre Ríos","E",1394,"30"
"Automotores",2001,10,"Formosa","P",123,"34"
"Automotores",2001,10,"Jujuy","Y",294,"38"
"Automotores",2001,10,"La Pampa","L",459,"42"
"Automotores",2001,10,"La Rioja","F",231,"46"
"Automotores",2001,10,"Mendoza","M",3242,"50"
"Automotores",2001,10,"Misiones","N",821,"54"
"Automotores",2001,10,"Neuquén","Q",637,"58"
"Automotores",2001,10,"Río Negro","R",623,"62"
"Automotores",2001,10,"Salta","A",516,"66"
"Automotores",2001,10,"San Juan","J",532,"70"
"Automotores",2001,10,"San Luis","D",344,"74"
"Automotores",2001,10,"Santa Cruz","Z",423,"78"
"Automotores",2001,10,"Santa Fe","S",5113,"82"
"Automotores",2001,10,"Santiago del Estero","G",227,"86"
"Automotores",2001,10,"Tierra del Fuego","V",335,"94"
"Automotores",2001,10,"Tucumán","T",837,"90"
"Automotores",2001,11,"Buenos Aires","B",15096,"06"
"Automotores",2001,11,"Catamarca","K",163,"10"
"Automotores",2001,11,"Chaco","H",521,"22"
"Automotores",2001,11,"Chubut","U",925,"26"
"Automotores",2001,11,"Ciudad Autónoma de Bs.As.","C",8950,"02"
"Automotores",2001,11,"Córdoba","X",6359,"14"
"Automotores",2001,11,"Corrientes","W",534,"18"
"Automotores",2001,11,"Entre Ríos","E",1273,"30"
"Automotores",2001,11,"Formosa","P",118,"34"
"Automotores",2001,11,"Jujuy","Y",342,"38"
"Automotores",2001,11,"La Pampa","L",337,"42"
"Automotores",2001,11,"La Rioja","F",190,"46"
"Automotores",2001,11,"Mendoza","M",2862,"50"
"Automotores",2001,11,"Misiones","N",677,"54"
"Automotores",2001,11,"Neuquén","Q",662,"58"
"Automotores",2001,11,"Río Negro","R",577,"62"
"Automotores",2001,11,"Salta","A",500,"66"
"Automotores",2001,11,"San Juan","J",475,"70"
"Automotores",2001,11,"San Luis","D",306,"74"
"Automotores",2001,11,"Santa Cruz","Z",438,"78"
"Automotores",2001,11,"Santa Fe","S",4725,"82"
"Automotores",2001,11,"Santiago del Estero","G",245,"86"
"Automotores",2001,11,"Tierra del Fuego","V",386,"94"
"Automotores",2001,11,"Tucumán","T",735,"90"
"Automotores",2001,12,"Buenos Aires","B",11050,"06"
"Automotores",2001,12,"Catamarca","K",125,"10"
"Automotores",2001,12,"Chaco","H",362,"22"
"Automotores",2001,12,"Chubut","U",606,"26"
"Automotores",2001,12,"Ciudad Autónoma de Bs.As.","C",6449,"02"
"Automotores",2001,12,"Córdoba","X",4015,"14"
"Automotores",2001,12,"Corrientes","W",403,"18"
"Automotores",2001,12,"Entre Ríos","E",954,"30"
"Automotores",2001,12,"Formosa","P",102,"34"
"Automotores",2001,12,"Jujuy","Y",329,"38"
"Automotores",2001,12,"La Pampa","L",246,"42"
"Automotores",2001,12,"La Rioja","F",134,"46"
"Automotores",2001,12,"Mendoza","M",1911,"50"
"Automotores",2001,12,"Misiones","N",567,"54"
"Automotores",2001,12,"Neuquén","Q",464,"58"
"Automotores",2001,12,"Río Negro","R",408,"62"
"Automotores",2001,12,"Salta","A",396,"66"
"Automotores",2001,12,"San Juan","J",351,"70"
"Automotores",2001,12,"San Luis","D",264,"74"
"Automotores",2001,12,"Santa Cruz","Z",369,"78"
"Automotores",2001,12,"Santa Fe","S",3405,"82"
"Automotores",2001,12,"Santiago del Estero","G",155,"86"
"Automotores",2001,12,"Tierra del Fuego","V",324,"94"
"Automotores",2001,12,"Tucumán","T",485,"90"
"Automotores",2002,1,"Buenos Aires","B",11871,"06"
"Automotores",2002,1,"Catamarca","K",120,"10"
"Automotores",2002,1,"Chaco","H",387,"22"
"Automotores",2002,1,"Chubut","U",658,"26"
"Automotores",2002,1,"Ciudad Autónoma de Bs.As.","C",6781,"02"
"Automotores",2002,1,"Córdoba","X",4634,"14"
"Automotores",2002,1,"Corrientes","W",455,"18"
"Automotores",2002,1,"Entre Ríos","E",972,"30"
"Automotores",2002,1,"Formosa","P",107,"34"
"Automotores",2002,1,"Jujuy","Y",384,"38"
"Automotores",2002,1,"La Pampa","L",311,"42"
"Automotores",2002,1,"La Rioja","F",193,"46"
"Automotores",2002,1,"Mendoza","M",2439,"50"
"Automotores",2002,1,"Misiones","N",591,"54"
"Automotores",2002,1,"Neuquén","Q",532,"58"
"Automotores",2002,1,"Río Negro","R",438,"62"
"Automotores",2002,1,"Salta","A",478,"66"
"Automotores",2002,1,"San Juan","J",443,"70"
"Automotores",2002,1,"San Luis","D",228,"74"
"Automotores",2002,1,"Santa Cruz","Z",356,"78"
"Automotores",2002,1,"Santa Fe","S",3304,"82"
"Automotores",2002,1,"Santiago del Estero","G",179,"86"
"Automotores",2002,1,"Tierra del Fuego","V",247,"94"
"Automotores",2002,1,"Tucumán","T",505,"90"
"Automotores",2002,2,"Buenos Aires","B",10470,"06"
"Automotores",2002,2,"Catamarca","K",103,"10"
"Automotores",2002,2,"Chaco","H",368,"22"
"Automotores",2002,2,"Chubut","U",682,"26"
"Automotores",2002,2,"Ciudad Autónoma de Bs.As.","C",6127,"02"
"Automotores",2002,2,"Córdoba","X",4686,"14"
"Automotores",2002,2,"Corrientes","W",449,"18"
"Automotores",2002,2,"Entre Ríos","E",979,"30"
"Automotores",2002,2,"Formosa","P",95,"34"
"Automotores",2002,2,"Jujuy","Y",364,"38"
"Automotores",2002,2,"La Pampa","L",285,"42"
"Automotores",2002,2,"La Rioja","F",145,"46"
"Automotores",2002,2,"Mendoza","M",2480,"50"
"Automotores",2002,2,"Misiones","N",569,"54"
"Automotores",2002,2,"Neuquén","Q",410,"58"
"Automotores",2002,2,"Río Negro","R",398,"62"
"Automotores",2002,2,"Salta","A",380,"66"
"Automotores",2002,2,"San Juan","J",435,"70"
"Automotores",2002,2,"San Luis","D",237,"74"
"Automotores",2002,2,"Santa Cruz","Z",288,"78"
"Automotores",2002,2,"Santa Fe","S",3230,"82"
"Automotores",2002,2,"Santiago del Estero","G",157,"86"
"Automotores",2002,2,"Tierra del Fuego","V",202,"94"
"Automotores",2002,2,"Tucumán","T",499,"90"
"Automotores",2002,3,"Buenos Aires","B",11518,"06"
"Automotores",2002,3,"Catamarca","K",105,"10"
"Automotores",2002,3,"Chaco","H",413,"22"
"Automotores",2002,3,"Chubut","U",716,"26"
"Automotores",2002,3,"Ciudad Autónoma de Bs.As.","C",7783,"02"
"Automotores",2002,3,"Córdoba","X",5534,"14"
"Automotores",2002,3,"Corrientes","W",440,"18"
"Automotores",2002,3,"Entre Ríos","E",1233,"30"
"Automotores",2002,3,"Formosa","P",126,"34"
"Automotores",2002,3,"Jujuy","Y",316,"38"
"Automotores",2002,3,"La Pampa","L",347,"42"
"Automotores",2002,3,"La Rioja","F",126,"46"
"Automotores",2002,3,"Mendoza","M",2990,"50"
"Automotores",2002,3,"Misiones","N",610,"54"
"Automotores",2002,3,"Neuquén","Q",528,"58"
"Automotores",2002,3,"Río Negro","R",479,"62"
"Automotores",2002,3,"Salta","A",453,"66"
"Automotores",2002,3,"San Juan","J",462,"70"
"Automotores",2002,3,"San Luis","D",312,"74"
"Automotores",2002,3,"Santa Cruz","Z",235,"78"
"Automotores",2002,3,"Santa Fe","S",3727,"82"
"Automotores",2002,3,"Santiago del Estero","G",146,"86"
"Automotores",2002,3,"Tierra del Fuego","V",237,"94"
"Automotores",2002,3,"Tucumán","T",563,"90"
"Automotores",2002,4,"Buenos Aires","B",14496,"06"
"Automotores",2002,4,"Catamarca","K",131,"10"
"Automotores",2002,4,"Chaco","H",533,"22"
"Automotores",2002,4,"Chubut","U",720,"26"
"Automotores",2002,4,"Ciudad Autónoma de Bs.As.","C",8770,"02"
"Automotores",2002,4,"Córdoba","X",6416,"14"
"Automotores",2002,4,"Corrientes","W",408,"18"
"Automotores",2002,4,"Entre Ríos","E",1319,"30"
"Automotores",2002,4,"Formosa","P",131,"34"
"Automotores",2002,4,"Jujuy","Y",375,"38"
"Automotores",2002,4,"La Pampa","L",345,"42"
"Automotores",2002,4,"La Rioja","F",145,"46"
"Automotores",2002,4,"Mendoza","M",3283,"50"
"Automotores",2002,4,"Misiones","N",833,"54"
"Automotores",2002,4,"Neuquén","Q",573,"58"
"Automotores",2002,4,"Río Negro","R",558,"62"
"Automotores",2002,4,"Salta","A",491,"66"
"Automotores",2002,4,"San Juan","J",592,"70"
"Automotores",2002,4,"San Luis","D",315,"74"
"Automotores",2002,4,"Santa Cruz","Z",312,"78"
"Automotores",2002,4,"Santa Fe","S",4168,"82"
"Automotores",2002,4,"Santiago del Estero","G",195,"86"
"Automotores",2002,4,"Tierra del Fuego","V",279,"94"
"Automotores",2002,4,"Tucumán","T",680,"90"
"Automotores",2002,5,"Buenos Aires","B",17597,"06"
"Automotores",2002,5,"Catamarca","K",135,"10"
"Automotores",2002,5,"Chaco","H",549,"22"
"Automotores",2002,5,"Chubut","U",852,"26"
"Automotores",2002,5,"Ciudad Autónoma de Bs.As.","C",10146,"02"
"Automotores",2002,5,"Córdoba","X",7085,"14"
"Automotores",2002,5,"Corrientes","W",534,"18"
"Automotores",2002,5,"Entre Ríos","E",1603,"30"
"Automotores",2002,5,"Formosa","P",167,"34"
"Automotores",2002,5,"Jujuy","Y",422,"38"
"Automotores",2002,5,"La Pampa","L",441,"42"
"Automotores",2002,5,"La Rioja","F",169,"46"
"Automotores",2002,5,"Mendoza","M",3723,"50"
"Automotores",2002,5,"Misiones","N",996,"54"
"Automotores",2002,5,"Neuquén","Q",572,"58"
"Automotores",2002,5,"Río Negro","R",663,"62"
"Automotores",2002,5,"Salta","A",564,"66"
"Automotores",2002,5,"San Juan","J",670,"70"
"Automotores",2002,5,"San Luis","D",337,"74"
"Automotores",2002,5,"Santa Cruz","Z",294,"78"
"Automotores",2002,5,"Santa Fe","S",5231,"82"
"Automotores",2002,5,"Santiago del Estero","G",238,"86"
"Automotores",2002,5,"Tierra del Fuego","V",333,"94"
"Automotores",2002,5,"Tucumán","T",772,"90"
"Automotores",2002,6,"Buenos Aires","B",14876,"06"
"Automotores",2002,6,"Catamarca","K",120,"10"
"Automotores",2002,6,"Chaco","H",542,"22"
"Automotores",2002,6,"Chubut","U",652,"26"
"Automotores",2002,6,"Ciudad Autónoma de Bs.As.","C",8149,"02"
"Automotores",2002,6,"Córdoba","X",6054,"14"
"Automotores",2002,6,"Corrientes","W",481,"18"
"Automotores",2002,6,"Entre Ríos","E",1378,"30"
"Automotores",2002,6,"Formosa","P",147,"34"
"Automotores",2002,6,"Jujuy","Y",318,"38"
"Automotores",2002,6,"La Pampa","L",433,"42"
"Automotores",2002,6,"La Rioja","F",148,"46"
"Automotores",2002,6,"Mendoza","M",2961,"50"
"Automotores",2002,6,"Misiones","N",832,"54"
"Automotores",2002,6,"Neuquén","Q",472,"58"
"Automotores",2002,6,"Río Negro","R",516,"62"
"Automotores",2002,6,"Salta","A",478,"66"
"Automotores",2002,6,"San Juan","J",351,"70"
"Automotores",2002,6,"San Luis","D",299,"74"
"Automotores",2002,6,"Santa Cruz","Z",289,"78"
"Automotores",2002,6,"Santa Fe","S",4437,"82"
"Automotores",2002,6,"Santiago del Estero","G",224,"86"
"Automotores",2002,6,"Tierra del Fuego","V",244,"94"
"Automotores",2002,6,"Tucumán","T",694,"90"
"Automotores",2002,7,"Buenos Aires","B",18655,"06"
"Automotores",2002,7,"Catamarca","K",128,"10"
"Automotores",2002,7,"Chaco","H",657,"22"
"Automotores",2002,7,"Chubut","U",916,"26"
"Automotores",2002,7,"Ciudad Autónoma de Bs.As.","C",10296,"02"
"Automotores",2002,7,"Córdoba","X",8224,"14"
"Automotores",2002,7,"Corrientes","W",582,"18"
"Automotores",2002,7,"Entre Ríos","E",1810,"30"
"Automotores",2002,7,"Formosa","P",166,"34"
"Automotores",2002,7,"Jujuy","Y",417,"38"
"Automotores",2002,7,"La Pampa","L",510,"42"
"Automotores",2002,7,"La Rioja","F",164,"46"
"Automotores",2002,7,"Mendoza","M",3609,"50"
"Automotores",2002,7,"Misiones","N",1093,"54"
"Automotores",2002,7,"Neuquén","Q",598,"58"
"Automotores",2002,7,"Río Negro","R",621,"62"
"Automotores",2002,7,"Salta","A",641,"66"
"Automotores",2002,7,"San Juan","J",555,"70"
"Automotores",2002,7,"San Luis","D",371,"74"
"Automotores",2002,7,"Santa Cruz","Z",296,"78"
"Automotores",2002,7,"Santa Fe","S",5711,"82"
"Automotores",2002,7,"Santiago del Estero","G",207,"86"
"Automotores",2002,7,"Tierra del Fuego","V",307,"94"
"Automotores",2002,7,"Tucumán","T",833,"90"
"Automotores",2002,8,"Buenos Aires","B",18483,"06"
"Automotores",2002,8,"Catamarca","K",151,"10"
"Automotores",2002,8,"Chaco","H",706,"22"
"Automotores",2002,8,"Chubut","U",863,"26"
"Automotores",2002,8,"Ciudad Autónoma de Bs.As.","C",10316,"02"
"Automotores",2002,8,"Córdoba","X",8200,"14"
"Automotores",2002,8,"Corrientes","W",617,"18"
"Automotores",2002,8,"Entre Ríos","E",1722,"30"
"Automotores",2002,8,"Formosa","P",166,"34"
"Automotores",2002,8,"Jujuy","Y",375,"38"
"Automotores",2002,8,"La Pampa","L",537,"42"
"Automotores",2002,8,"La Rioja","F",178,"46"
"Automotores",2002,8,"Mendoza","M",3869,"50"
"Automotores",2002,8,"Misiones","N",930,"54"
"Automotores",2002,8,"Neuquén","Q",661,"58"
"Automotores",2002,8,"Río Negro","R",655,"62"
"Automotores",2002,8,"Salta","A",602,"66"
"Automotores",2002,8,"San Juan","J",570,"70"
"Automotores",2002,8,"San Luis","D",394,"74"
"Automotores",2002,8,"Santa Cruz","Z",247,"78"
"Automotores",2002,8,"Santa Fe","S",6070,"82"
"Automotores",2002,8,"Santiago del Estero","G",267,"86"
"Automotores",2002,8,"Tierra del Fuego","V",292,"94"
"Automotores",2002,8,"Tucumán","T",848,"90"
"Automotores",2002,9,"Buenos Aires","B",19772,"06"
"Automotores",2002,9,"Catamarca","K",117,"10"
"Automotores",2002,9,"Chaco","H",672,"22"
"Automotores",2002,9,"Chubut","U",801,"26"
"Automotores",2002,9,"Ciudad Autónoma de Bs.As.","C",10417,"02"
"Automotores",2002,9,"Córdoba","X",8358,"14"
"Automotores",2002,9,"Corrientes","W",651,"18"
"Automotores",2002,9,"Entre Ríos","E",1872,"30"
"Automotores",2002,9,"Formosa","P",157,"34"
"Automotores",2002,9,"Jujuy","Y",414,"38"
"Automotores",2002,9,"La Pampa","L",512,"42"
"Automotores",2002,9,"La Rioja","F",185,"46"
"Automotores",2002,9,"Mendoza","M",3834,"50"
"Automotores",2002,9,"Misiones","N",827,"54"
"Automotores",2002,9,"Neuquén","Q",577,"58"
"Automotores",2002,9,"Río Negro","R",634,"62"
"Automotores",2002,9,"Salta","A",569,"66"
"Automotores",2002,9,"San Juan","J",601,"70"
"Automotores",2002,9,"San Luis","D",422,"74"
"Automotores",2002,9,"Santa Cruz","Z",285,"78"
"Automotores",2002,9,"Santa Fe","S",6195,"82"
"Automotores",2002,9,"Santiago del Estero","G",234,"86"
"Automotores",2002,9,"Tierra del Fuego","V",308,"94"
"Automotores",2002,9,"Tucumán","T",778,"90"
"Automotores",2002,10,"Buenos Aires","B",20921,"06"
"Automotores",2002,10,"Catamarca","K",146,"10"
"Automotores",2002,10,"Chaco","H",663,"22"
"Automotores",2002,10,"Chubut","U",793,"26"
"Automotores",2002,10,"Ciudad Autónoma de Bs.As.","C",10565,"02"
"Automotores",2002,10,"Córdoba","X",8476,"14"
"Automotores",2002,10,"Corrientes","W",631,"18"
"Automotores",2002,10,"Entre Ríos","E",1869,"30"
"Automotores",2002,10,"Formosa","P",161,"34"
"Automotores",2002,10,"Jujuy","Y",385,"38"
"Automotores",2002,10,"La Pampa","L",547,"42"
"Automotores",2002,10,"La Rioja","F",176,"46"
"Automotores",2002,10,"Mendoza","M",3943,"50"
"Automotores",2002,10,"Misiones","N",839,"54"
"Automotores",2002,10,"Neuquén","Q",656,"58"
"Automotores",2002,10,"Río Negro","R",642,"62"
"Automotores",2002,10,"Salta","A",663,"66"
"Automotores",2002,10,"San Juan","J",569,"70"
"Automotores",2002,10,"San Luis","D",453,"74"
"Automotores",2002,10,"Santa Cruz","Z",320,"78"
"Automotores",2002,10,"Santa Fe","S",6587,"82"
"Automotores",2002,10,"Santiago del Estero","G",245,"86"
"Automotores",2002,10,"Tierra del Fuego","V",355,"94"
"Automotores",2002,10,"Tucumán","T",868,"90"
"Automotores",2002,11,"Buenos Aires","B",19995,"06"
"Automotores",2002,11,"Catamarca","K",150,"10"
"Automotores",2002,11,"Chaco","H",636,"22"
"Automotores",2002,11,"Chubut","U",864,"26"
"Automotores",2002,11,"Ciudad Autónoma de Bs.As.","C",9870,"02"
"Automotores",2002,11,"Córdoba","X",7967,"14"
"Automotores",2002,11,"Corrientes","W",604,"18"
"Automotores",2002,11,"Entre Ríos","E",1860,"30"
"Automotores",2002,11,"Formosa","P",179,"34"
"Automotores",2002,11,"Jujuy","Y",399,"38"
"Automotores",2002,11,"La Pampa","L",493,"42"
"Automotores",2002,11,"La Rioja","F",180,"46"
"Automotores",2002,11,"Mendoza","M",3785,"50"
"Automotores",2002,11,"Misiones","N",759,"54"
"Automotores",2002,11,"Neuquén","Q",564,"58"
"Automotores",2002,11,"Río Negro","R",703,"62"
"Automotores",2002,11,"Salta","A",591,"66"
"Automotores",2002,11,"San Juan","J",609,"70"
"Automotores",2002,11,"San Luis","D",373,"74"
"Automotores",2002,11,"Santa Cruz","Z",310,"78"
"Automotores",2002,11,"Santa Fe","S",6019,"82"
"Automotores",2002,11,"Santiago del Estero","G",212,"86"
"Automotores",2002,11,"Tierra del Fuego","V",347,"94"
"Automotores",2002,11,"Tucumán","T",883,"90"
"Automotores",2002,12,"Buenos Aires","B",20165,"06"
"Automotores",2002,12,"Catamarca","K",163,"10"
"Automotores",2002,12,"Chaco","H",610,"22"
"Automotores",2002,12,"Chubut","U",1013,"26"
"Automotores",2002,12,"Ciudad Autónoma de Bs.As.","C",10825,"02"
"Automotores",2002,12,"Córdoba","X",7921,"14"
"Automotores",2002,12,"Corrientes","W",711,"18"
"Automotores",2002,12,"Entre Ríos","E",1673,"30"
"Automotores",2002,12,"Formosa","P",203,"34"
"Automotores",2002,12,"Jujuy","Y",410,"38"
"Automotores",2002,12,"La Pampa","L",544,"42"
"Automotores",2002,12,"La Rioja","F",197,"46"
"Automotores",2002,12,"Mendoza","M",4041,"50"
"Automotores",2002,12,"Misiones","N",868,"54"
"Automotores",2002,12,"Neuquén","Q",638,"58"
"Automotores",2002,12,"Río Negro","R",781,"62"
"Automotores",2002,12,"Salta","A",599,"66"
"Automotores",2002,12,"San Juan","J",532,"70"
"Automotores",2002,12,"San Luis","D",404,"74"
"Automotores",2002,12,"Santa Cruz","Z",411,"78"
"Automotores",2002,12,"Santa Fe","S",6467,"82"
"Automotores",2002,12,"Santiago del Estero","G",244,"86"
"Automotores",2002,12,"Tierra del Fuego","V",459,"94"
"Automotores",2002,12,"Tucumán","T",866,"90"
"Automotores",2003,1,"Buenos Aires","B",23004,"06"
"Automotores",2003,1,"Catamarca","K",175,"10"
"Automotores",2003,1,"Chaco","H",810,"22"
"Automotores",2003,1,"Chubut","U",1021,"26"
"Automotores",2003,1,"Ciudad Autónoma de Bs.As.","C",11407,"02"
"Automotores",2003,1,"Córdoba","X",9163,"14"
"Automotores",2003,1,"Corrientes","W",801,"18"
"Automotores",2003,1,"Entre Ríos","E",2057,"30"
"Automotores",2003,1,"Formosa","P",224,"34"
"Automotores",2003,1,"Jujuy","Y",532,"38"
"Automotores",2003,1,"La Pampa","L",716,"42"
"Automotores",2003,1,"La Rioja","F",193,"46"
"Automotores",2003,1,"Mendoza","M",4437,"50"
"Automotores",2003,1,"Misiones","N",956,"54"
"Automotores",2003,1,"Neuquén","Q",732,"58"
"Automotores",2003,1,"Río Negro","R",813,"62"
"Automotores",2003,1,"Salta","A",736,"66"
"Automotores",2003,1,"San Juan","J",765,"70"
"Automotores",2003,1,"San Luis","D",522,"74"
"Automotores",2003,1,"Santa Cruz","Z",433,"78"
"Automotores",2003,1,"Santa Fe","S",7525,"82"
"Automotores",2003,1,"Santiago del Estero","G",270,"86"
"Automotores",2003,1,"Tierra del Fuego","V",405,"94"
"Automotores",2003,1,"Tucumán","T",993,"90"
"Automotores",2003,2,"Buenos Aires","B",17564,"06"
"Automotores",2003,2,"Catamarca","K",143,"10"
"Automotores",2003,2,"Chaco","H",725,"22"
"Automotores",2003,2,"Chubut","U",918,"26"
"Automotores",2003,2,"Ciudad Autónoma de Bs.As.","C",8222,"02"
"Automotores",2003,2,"Córdoba","X",8016,"14"
"Automotores",2003,2,"Corrientes","W",689,"18"
"Automotores",2003,2,"Entre Ríos","E",1718,"30"
"Automotores",2003,2,"Formosa","P",204,"34"
"Automotores",2003,2,"Jujuy","Y",433,"38"
"Automotores",2003,2,"La Pampa","L",603,"42"
"Automotores",2003,2,"La Rioja","F",166,"46"
"Automotores",2003,2,"Mendoza","M",4093,"50"
"Automotores",2003,2,"Misiones","N",821,"54"
"Automotores",2003,2,"Neuquén","Q",578,"58"
"Automotores",2003,2,"Río Negro","R",712,"62"
"Automotores",2003,2,"Salta","A",597,"66"
"Automotores",2003,2,"San Juan","J",594,"70"
"Automotores",2003,2,"San Luis","D",441,"74"
"Automotores",2003,2,"Santa Cruz","Z",317,"78"
"Automotores",2003,2,"Santa Fe","S",5454,"82"
"Automotores",2003,2,"Santiago del Estero","G",213,"86"
"Automotores",2003,2,"Tierra del Fuego","V",322,"94"
"Automotores",2003,2,"Tucumán","T",723,"90"
"Automotores",2003,3,"Buenos Aires","B",18775,"06"
"Automotores",2003,3,"Catamarca","K",172,"10"
"Automotores",2003,3,"Chaco","H",756,"22"
"Automotores",2003,3,"Chubut","U",966,"26"
"Automotores",2003,3,"Ciudad Autónoma de Bs.As.","C",8857,"02"
"Automotores",2003,3,"Córdoba","X",8858,"14"
"Automotores",2003,3,"Corrientes","W",682,"18"
"Automotores",2003,3,"Entre Ríos","E",2123,"30"
"Automotores",2003,3,"Formosa","P",187,"34"
"Automotores",2003,3,"Jujuy","Y",430,"38"
"Automotores",2003,3,"La Pampa","L",606,"42"
"Automotores",2003,3,"La Rioja","F",172,"46"
"Automotores",2003,3,"Mendoza","M",4563,"50"
"Automotores",2003,3,"Misiones","N",906,"54"
"Automotores",2003,3,"Neuquén","Q",675,"58"
"Automotores",2003,3,"Río Negro","R",738,"62"
"Automotores",2003,3,"Salta","A",775,"66"
"Automotores",2003,3,"San Juan","J",598,"70"
"Automotores",2003,3,"San Luis","D",475,"74"
"Automotores",2003,3,"Santa Cruz","Z",320,"78"
